airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_India,AI,Kolkata,Afternoon,1,Night,Delhi,Economy,10.75,43,5467
AirAsia,I5,Bangalore,Evening,0,Night,Delhi,Economy,2.83,3,7489
Vistara,UK,Delhi,Evening,2,Morning,Chennai,Economy,16.0,49,8938
Indigo,6E,Kolkata,Early_Morning,1,Morning,Bangalore,Economy,4.67,43,4944
Vistara,UK,Mumbai,Evening,1,Night,Chennai,Economy,24.5,38,4663
Air_India,AI,Kolkata,Evening,1,Morning,Delhi,Business,17.5,25,53743
Vistara,UK,Kolkata,Early_Morning,1,Night,Chennai,Economy,15.92,24,8589
Indigo,6E,Mumbai,Early_Morning,1,Morning,Delhi,Economy,4.33,13,5939
Vistara,UK,Mumbai,Evening,1,Morning,Kolkata,Economy,12.83,41,5949
Indigo,6E,Hyderabad,Night,0,Night,Bangalore,Economy,1.25,42,1776
Vistara,UK,Mumbai,Early_Morning,1,Evening,Bangalore,Business,10.5,16,62448
Air_India,AI,Mumbai,Morning,1,Morning,Hyderabad,Economy,23.92,35,5625
Vistara,UK,Hyderabad,Afternoon,1,Morning,Kolkata,Business,20.75,44,48851
Air_India,AI,Mumbai,Early_Morning,1,Night,Chennai,Economy,16.5,11,9201
GO_FIRST,G8,Delhi,Evening,1,Late_Night,Hyderabad,Economy,5.42,20,5657
Vistara,UK,Delhi,Morning,0,Afternoon,Mumbai,Economy,2.25,18,2700
Vistara,UK,Delhi,Early_Morning,1,Night,Mumbai,Economy,15.92,47,5227
GO_FIRST,G8,Delhi,Early_Morning,1,Evening,Kolkata,Economy,9.5,16,6395
Vistara,UK,Mumbai,Early_Morning,1,Evening,Kolkata,Business,13.58,11,51405
Indigo,6E,Mumbai,Evening,1,Night,Delhi,Economy,5.83,41,2339
Vistara,UK,Kolkata,Early_Morning,1,Night,Bangalore,Economy,16.17,9,13728
Air_India,AI,Kolkata,Afternoon,1,Afternoon,Bangalore,Economy,24.83,32,4705
Air_India,AI,Bangalore,Night,1,Morning,Mumbai,Economy,14.25,35,6578
Vistara,UK,Mumbai,Afternoon,1,Night,Bangalore,Business,6.92,10,66928
Vistara,UK,Mumbai,Afternoon,2,Evening,Kolkata,Economy,7.42,15,17536
Vistara,UK,Mumbai,Afternoon,1,Evening,Delhi,Business,4.5,32,41325
Air_India,AI,Bangalore,Morning,1,Afternoon,Kolkata,Economy,26.08,17,7652
Vistara,UK,Chennai,Night,0,Night,Mumbai,Economy,2.08,14,5883
AirAsia,I5,Delhi,Evening,1,Late_Night,Mumbai,Economy,5.58,34,2409
Vistara,UK,Mumbai,Early_Morning,1,Morning,Delhi,Economy,27.67,2,14133
GO_FIRST,G8,Hyderabad,Early_Morning,1,Evening,Mumbai,Economy,10.08,8,4452
Vistara,UK,Mumbai,Early_Morning,0,Morning,Kolkata,Business,2.67,6,31436
Vistara,UK,Hyderabad,Morning,1,Morning,Bangalore,Economy,26.25,43,5441
Vistara,UK,Kolkata,Morning,1,Morning,Mumbai,Economy,25.25,42,12440
Vistara,UK,Bangalore,Early_Morning,1,Morning,Chennai,Economy,26.17,49,4792
Indigo,6E,Bangalore,Early_Morning,1,Evening,Mumbai,Economy,10.42,1,12029
SpiceJet,SG,Kolkata,Early_Morning,1,Morning,Mumbai,Economy,27.5,23,5339
Vistara,UK,Delhi,Early_Morning,0,Morning,Chennai,Business,2.75,48,27864
Air_India,AI,Chennai,Morning,1,Night,Hyderabad,Economy,9.92,14,12288
Air_India,AI,Hyderabad,Morning,1,Evening,Chennai,Business,7.67,8,51595
Vistara,UK,Mumbai,Afternoon,0,Afternoon,Delhi,Business,2.08,3,45324
Air_India,AI,Bangalore,Morning,1,Night,Chennai,Business,13.17,12,60396
Vistara,UK,Mumbai,Evening,1,Evening,Hyderabad,Business,22.5,39,60365
Air_India,AI,Mumbai,Night,1,Morning,Kolkata,Business,11.5,31,49725
Indigo,6E,Chennai,Night,1,Early_Morning,Kolkata,Economy,6.75,31,4079
Vistara,UK,Delhi,Early_Morning,1,Evening,Bangalore,Economy,11.75,32,5106
Air_India,AI,Bangalore,Early_Morning,1,Evening,Mumbai,Business,11.83,25,54684
Vistara,UK,Mumbai,Early_Morning,1,Evening,Kolkata,Business,12.08,39,64285
Vistara,UK,Mumbai,Morning,0,Morning,Bangalore,Economy,1.67,13,5103
Indigo,6E,Mumbai,Early_Morning,0,Morning,Kolkata,Economy,2.58,22,4893
Vistara,UK,Kolkata,Evening,2,Night,Mumbai,Business,26.83,45,59254
Indigo,6E,Mumbai,Evening,1,Late_Night,Chennai,Economy,8.08,43,1890
Vistara,UK,Chennai,Night,1,Morning,Delhi,Economy,12.08,34,4971
Air_India,AI,Bangalore,Evening,1,Morning,Mumbai,Economy,16.33,46,6578
Air_India,AI,Mumbai,Evening,0,Night,Delhi,Economy,2.42,6,5943
SpiceJet,SG,Delhi,Evening,0,Night,Mumbai,Economy,2.33,13,5953
Vistara,UK,Hyderabad,Evening,1,Night,Chennai,Economy,26.58,24,4359
Vistara,UK,Delhi,Afternoon,1,Evening,Kolkata,Economy,26.5,10,15405
Vistara,UK,Mumbai,Early_Morning,1,Night,Bangalore,Economy,17.33,40,9168
Air_India,AI,Mumbai,Early_Morning,1,Evening,Bangalore,Economy,11.25,33,7518
Vistara,UK,Mumbai,Night,1,Morning,Hyderabad,Business,11.75,16,58125
Vistara,UK,Chennai,Morning,1,Night,Bangalore,Economy,13.08,9,11650
Indigo,6E,Delhi,Afternoon,1,Night,Bangalore,Economy,7.83,9,10154
Vistara,UK,Hyderabad,Afternoon,1,Morning,Chennai,Business,22.92,33,41314
GO_FIRST,G8,Mumbai,Night,1,Morning,Kolkata,Economy,10.0,13,7412
Indigo,6E,Chennai,Afternoon,1,Night,Mumbai,Economy,8.5,28,3458
Air_India,AI,Kolkata,Evening,1,Evening,Delhi,Economy,25.92,47,5093
Air_India,AI,Kolkata,Afternoon,1,Evening,Chennai,Business,29.5,34,55983
Air_India,AI,Delhi,Early_Morning,1,Morning,Kolkata,Economy,25.83,7,14355
Air_India,AI,Delhi,Night,1,Afternoon,Kolkata,Economy,17.25,41,4700
AirAsia,I5,Delhi,Early_Morning,0,Morning,Bangalore,Economy,2.67,33,4499
Vistara,UK,Delhi,Morning,1,Morning,Mumbai,Business,23.58,22,41281
Air_India,AI,Mumbai,Morning,1,Night,Hyderabad,Economy,10.75,32,3654
Vistara,UK,Hyderabad,Afternoon,1,Morning,Chennai,Economy,22.92,29,6602
Vistara,UK,Mumbai,Evening,1,Night,Hyderabad,Economy,5.33,6,9879
Indigo,6E,Bangalore,Morning,0,Morning,Hyderabad,Economy,1.33,43,2343
AirAsia,I5,Bangalore,Early_Morning,0,Morning,Hyderabad,Economy,1.17,10,4339
Air_India,AI,Kolkata,Evening,1,Night,Delhi,Economy,6.5,16,6845
AirAsia,I5,Mumbai,Afternoon,2,Late_Night,Kolkata,Economy,10.67,44,2836
GO_FIRST,G8,Delhi,Evening,1,Late_Night,Chennai,Economy,8.17,19,4506
GO_FIRST,G8,Mumbai,Night,1,Morning,Hyderabad,Economy,12.25,18,3916
AirAsia,I5,Delhi,Morning,1,Evening,Bangalore,Economy,7.42,37,3090
Indigo,6E,Kolkata,Morning,1,Evening,Chennai,Economy,8.58,42,3620
Vistara,UK,Bangalore,Early_Morning,0,Morning,Delhi,Business,2.67,12,32923
Air_India,AI,Delhi,Afternoon,1,Morning,Chennai,Business,20.42,35,45257
Vistara,UK,Mumbai,Evening,1,Night,Bangalore,Economy,5.75,35,7135
AirAsia,I5,Delhi,Evening,0,Evening,Bangalore,Economy,2.67,23,4499
Indigo,6E,Delhi,Evening,1,Late_Night,Mumbai,Economy,6.92,46,3911
Air_India,AI,Delhi,Evening,1,Afternoon,Kolkata,Economy,19.42,21,4741
Vistara,UK,Hyderabad,Night,1,Morning,Delhi,Business,12.08,48,54115
GO_FIRST,G8,Bangalore,Evening,0,Night,Kolkata,Economy,2.33,42,3393
Vistara,UK,Chennai,Evening,1,Morning,Mumbai,Business,18.17,49,56273
Air_India,AI,Bangalore,Morning,1,Night,Chennai,Business,13.17,2,65445
Air_India,AI,Bangalore,Morning,1,Night,Hyderabad,Business,13.17,46,56476
Vistara,UK,Mumbai,Evening,1,Evening,Hyderabad,Economy,24.17,12,9879
Vistara,UK,Mumbai,Morning,1,Night,Delhi,Economy,14.17,41,5343
Vistara,UK,Hyderabad,Morning,1,Evening,Chennai,Economy,6.0,39,4359
Air_India,AI,Kolkata,Morning,1,Night,Hyderabad,Business,13.17,3,54840
GO_FIRST,G8,Mumbai,Early_Morning,1,Morning,Bangalore,Economy,4.67,41,4618
Indigo,6E,Delhi,Afternoon,1,Night,Hyderabad,Economy,8.75,30,4687
Vistara,UK,Delhi,Evening,1,Morning,Chennai,Economy,13.0,28,4979
Air_India,AI,Hyderabad,Early_Morning,1,Night,Mumbai,Economy,15.08,23,4783
Air_India,AI,Bangalore,Night,1,Afternoon,Kolkata,Business,17.5,3,61628
Vistara,UK,Delhi,Evening,1,Morning,Bangalore,Business,13.83,23,57017
Vistara,UK,Mumbai,Early_Morning,1,Evening,Hyderabad,Business,12.42,21,68317
Air_India,AI,Bangalore,Morning,2,Afternoon,Kolkata,Economy,28.42,12,11692
Air_India,AI,Chennai,Early_Morning,1,Night,Mumbai,Economy,15.08,13,9141
Vistara,UK,Mumbai,Afternoon,1,Night,Kolkata,Economy,8.08,29,5949
Vistara,UK,Hyderabad,Night,1,Evening,Bangalore,Business,20.42,11,56702
GO_FIRST,G8,Mumbai,Afternoon,2,Late_Night,Bangalore,Economy,10.58,29,5102
Air_India,AI,Chennai,Early_Morning,1,Morning,Kolkata,Economy,26.5,23,5159
Vistara,UK,Kolkata,Afternoon,1,Night,Mumbai,Business,5.92,31,64831
Air_India,AI,Chennai,Evening,1,Afternoon,Kolkata,Business,21.5,20,55377
Vistara,UK,Kolkata,Evening,1,Night,Bangalore,Economy,28.58,4,11675
Vistara,UK,Mumbai,Evening,1,Night,Bangalore,Business,28.17,3,87872
Air_India,AI,Bangalore,Evening,1,Early_Morning,Chennai,Business,12.17,19,43865
Vistara,UK,Chennai,Afternoon,1,Morning,Hyderabad,Economy,20.58,11,12990
Vistara,UK,Hyderabad,Night,1,Afternoon,Mumbai,Economy,17.42,6,10069
GO_FIRST,G8,Chennai,Afternoon,1,Night,Delhi,Economy,6.42,17,4827
Vistara,UK,Chennai,Early_Morning,1,Night,Delhi,Business,13.67,15,60160
Air_India,AI,Delhi,Evening,0,Night,Mumbai,Business,2.25,14,22152
Air_India,AI,Kolkata,Morning,1,Evening,Mumbai,Business,7.58,19,50271
AirAsia,I5,Bangalore,Early_Morning,1,Evening,Delhi,Economy,12.0,30,7484
Vistara,UK,Chennai,Morning,1,Morning,Mumbai,Business,24.42,5,64113
Indigo,6E,Delhi,Morning,1,Evening,Chennai,Economy,8.0,20,3266
Air_India,AI,Mumbai,Evening,1,Afternoon,Chennai,Economy,17.67,9,11627
Indigo,6E,Delhi,Early_Morning,0,Early_Morning,Mumbai,Economy,2.42,34,2410
Air_India,AI,Mumbai,Early_Morning,1,Afternoon,Kolkata,Economy,6.5,11,11928
Vistara,UK,Hyderabad,Evening,1,Night,Delhi,Economy,5.25,19,5823
Air_India,AI,Hyderabad,Evening,2,Afternoon,Mumbai,Economy,18.67,8,11429
Air_India,AI,Chennai,Evening,1,Evening,Kolkata,Business,26.17,49,55377
Air_India,AI,Hyderabad,Night,1,Night,Kolkata,Economy,25.42,27,5629
Vistara,UK,Delhi,Evening,1,Morning,Hyderabad,Economy,17.0,47,5761
Vistara,UK,Mumbai,Night,1,Afternoon,Hyderabad,Business,15.67,36,58125
Indigo,6E,Bangalore,Afternoon,1,Night,Delhi,Economy,5.08,33,4071
AirAsia,I5,Delhi,Morning,1,Afternoon,Hyderabad,Economy,6.0,39,2050
GO_FIRST,G8,Hyderabad,Morning,1,Evening,Delhi,Economy,7.5,13,6132
Indigo,6E,Chennai,Evening,0,Evening,Bangalore,Economy,1.08,27,1654
Air_India,AI,Hyderabad,Night,1,Evening,Bangalore,Business,19.42,24,56590
Air_India,AI,Delhi,Evening,1,Morning,Mumbai,Economy,15.25,19,6601
Vistara,UK,Mumbai,Evening,0,Night,Delhi,Business,2.17,48,36700
Vistara,UK,Kolkata,Morning,1,Night,Delhi,Business,10.25,41,84879
Vistara,UK,Hyderabad,Morning,1,Morning,Kolkata,Economy,22.25,16,10478
Indigo,6E,Mumbai,Evening,1,Night,Kolkata,Economy,5.5,24,7434
Air_India,AI,Mumbai,Early_Morning,1,Afternoon,Kolkata,Business,4.25,40,31436
Vistara,UK,Chennai,Morning,1,Evening,Kolkata,Economy,9.83,11,15384
GO_FIRST,G8,Mumbai,Evening,1,Night,Bangalore,Economy,4.42,4,5102
Vistara,UK,Mumbai,Night,1,Morning,Chennai,Business,11.17,17,62045
Vistara,UK,Mumbai,Evening,1,Night,Delhi,Business,6.08,27,51372
Air_India,AI,Kolkata,Night,1,Morning,Mumbai,Economy,13.67,27,5102
Indigo,6E,Chennai,Morning,1,Evening,Hyderabad,Economy,8.83,31,1105
Vistara,UK,Bangalore,Evening,1,Evening,Kolkata,Business,24.92,34,51817
Vistara,UK,Hyderabad,Morning,1,Morning,Chennai,Economy,23.58,44,4324
Air_India,AI,Chennai,Afternoon,1,Night,Kolkata,Business,8.33,47,54481
GO_FIRST,G8,Delhi,Early_Morning,1,Afternoon,Kolkata,Economy,5.17,16,5954
Air_India,AI,Delhi,Evening,1,Early_Morning,Chennai,Business,13.33,11,45257
Vistara,UK,Kolkata,Morning,1,Early_Morning,Bangalore,Business,21.42,7,52287
Air_India,AI,Mumbai,Afternoon,1,Night,Kolkata,Business,6.92,48,49725
AirAsia,I5,Mumbai,Afternoon,2,Late_Night,Kolkata,Economy,10.67,20,2836
Indigo,6E,Mumbai,Late_Night,1,Morning,Chennai,Economy,9.17,12,8043
Air_India,AI,Hyderabad,Morning,1,Afternoon,Kolkata,Business,25.17,33,51707
Indigo,6E,Delhi,Evening,0,Evening,Mumbai,Economy,2.17,23,3001
GO_FIRST,G8,Mumbai,Evening,1,Morning,Kolkata,Economy,14.5,26,7304
Vistara,UK,Chennai,Night,1,Afternoon,Delhi,Business,16.17,18,57920
Vistara,UK,Bangalore,Evening,1,Afternoon,Delhi,Economy,16.75,23,3496
Air_India,AI,Chennai,Evening,2,Night,Kolkata,Economy,27.08,13,14141
Vistara,UK,Mumbai,Morning,0,Afternoon,Delhi,Economy,2.17,40,2339
Air_India,AI,Hyderabad,Afternoon,1,Night,Bangalore,Economy,9.25,11,7551
GO_FIRST,G8,Kolkata,Early_Morning,1,Night,Mumbai,Economy,15.17,31,5888
AirAsia,I5,Kolkata,Morning,1,Evening,Hyderabad,Economy,8.08,23,4589
GO_FIRST,G8,Mumbai,Early_Morning,1,Afternoon,Bangalore,Economy,10.0,49,4081
Vistara,UK,Mumbai,Early_Morning,2,Evening,Chennai,Business,10.33,11,80626
Air_India,AI,Hyderabad,Evening,1,Morning,Kolkata,Business,16.75,20,51707
Air_India,AI,Kolkata,Early_Morning,1,Night,Bangalore,Economy,17.0,45,7053
Air_India,AI,Kolkata,Morning,1,Afternoon,Chennai,Business,26.25,47,55983
Indigo,6E,Kolkata,Evening,0,Evening,Delhi,Economy,2.5,36,3999
Vistara,UK,Mumbai,Morning,1,Evening,Kolkata,Business,7.67,11,72125
Air_India,AI,Hyderabad,Morning,1,Evening,Kolkata,Business,7.83,6,51707
Vistara,UK,Delhi,Afternoon,1,Early_Morning,Hyderabad,Business,19.0,43,51697
Vistara,UK,Hyderabad,Afternoon,1,Night,Delhi,Economy,10.08,36,5656
Air_India,AI,Delhi,Early_Morning,1,Night,Kolkata,Economy,16.67,32,5276
Vistara,UK,Delhi,Morning,1,Night,Hyderabad,Economy,10.58,16,5772
Air_India,AI,Mumbai,Evening,1,Morning,Hyderabad,Business,16.92,28,45693
GO_FIRST,G8,Bangalore,Evening,1,Early_Morning,Mumbai,Economy,11.75,20,5177
Vistara,UK,Delhi,Afternoon,1,Night,Chennai,Business,10.25,22,57992
Vistara,UK,Chennai,Afternoon,1,Evening,Delhi,Business,7.25,20,53440
Air_India,AI,Bangalore,Night,1,Morning,Mumbai,Economy,13.17,49,6578
Air_India,AI,Hyderabad,Afternoon,1,Morning,Chennai,Economy,16.92,45,4229
Vistara,UK,Bangalore,Night,1,Afternoon,Delhi,Business,16.42,23,62793
GO_FIRST,G8,Kolkata,Early_Morning,1,Afternoon,Delhi,Economy,10.83,20,6324
Vistara,UK,Chennai,Night,1,Evening,Kolkata,Economy,23.42,22,7344
Vistara,UK,Mumbai,Evening,0,Evening,Bangalore,Economy,1.75,7,5103
Indigo,6E,Kolkata,Early_Morning,0,Morning,Mumbai,Economy,2.83,27,4499
SpiceJet,SG,Kolkata,Night,1,Night,Mumbai,Economy,26.17,7,7958
Air_India,AI,Hyderabad,Evening,1,Night,Kolkata,Economy,6.08,41,4788
Vistara,UK,Hyderabad,Morning,1,Night,Chennai,Economy,14.58,37,6287
Vistara,UK,Hyderabad,Early_Morning,1,Morning,Kolkata,Economy,26.75,43,5960
Vistara,UK,Hyderabad,Afternoon,1,Morning,Chennai,Business,20.5,2,62314
Indigo,6E,Mumbai,Evening,0,Evening,Hyderabad,Economy,1.33,38,2901
Air_India,AI,Mumbai,Early_Morning,1,Night,Delhi,Economy,13.0,8,12799
Air_India,AI,Bangalore,Evening,1,Afternoon,Chennai,Business,18.83,15,60396
Air_India,AI,Mumbai,Evening,0,Night,Delhi,Business,2.42,20,22140
Indigo,6E,Mumbai,Afternoon,1,Night,Kolkata,Economy,4.42,20,4772
AirAsia,I5,Bangalore,Evening,1,Late_Night,Delhi,Economy,7.67,34,2723
Vistara,UK,Kolkata,Night,1,Morning,Bangalore,Economy,14.42,39,8111
Vistara,UK,Bangalore,Early_Morning,0,Morning,Mumbai,Business,1.58,26,20760
Indigo,6E,Mumbai,Early_Morning,1,Afternoon,Chennai,Economy,8.08,48,1890
Air_India,AI,Mumbai,Early_Morning,1,Night,Hyderabad,Economy,16.08,47,4447
GO_FIRST,G8,Mumbai,Evening,1,Morning,Bangalore,Economy,14.67,13,5102
Vistara,UK,Chennai,Morning,1,Evening,Kolkata,Business,7.08,6,80544
Air_India,AI,Kolkata,Night,1,Night,Delhi,Economy,23.83,47,7900
Indigo,6E,Delhi,Evening,1,Late_Night,Chennai,Economy,6.75,45,4729
Vistara,UK,Kolkata,Morning,1,Night,Delhi,Economy,12.0,21,10243
Vistara,UK,Mumbai,Early_Morning,1,Evening,Bangalore,Business,10.5,33,62448
Air_India,AI,Hyderabad,Night,0,Night,Mumbai,Economy,1.67,14,8653
Vistara,UK,Mumbai,Afternoon,2,Night,Chennai,Economy,10.5,31,7128
Vistara,UK,Hyderabad,Night,1,Evening,Delhi,Economy,19.17,12,11455
Air_India,AI,Hyderabad,Morning,1,Evening,Kolkata,Economy,7.83,42,4368
Indigo,6E,Chennai,Morning,1,Evening,Mumbai,Economy,6.67,27,4276
Vistara,UK,Bangalore,Early_Morning,1,Afternoon,Delhi,Economy,7.75,13,9904
AirAsia,I5,Bangalore,Early_Morning,1,Evening,Kolkata,Economy,13.33,19,3393
Indigo,6E,Bangalore,Afternoon,1,Evening,Kolkata,Economy,6.58,44,3393
AirAsia,I5,Delhi,Early_Morning,1,Afternoon,Chennai,Economy,5.75,12,7426
Air_India,AI,Kolkata,Afternoon,1,Afternoon,Bangalore,Business,22.75,18,60978
Vistara,UK,Kolkata,Night,1,Morning,Delhi,Economy,12.0,23,6461
Vistara,UK,Bangalore,Morning,1,Morning,Kolkata,Business,21.08,5,60508
Vistara,UK,Kolkata,Night,1,Morning,Chennai,Business,13.5,8,55983
Air_India,AI,Mumbai,Morning,1,Night,Delhi,Business,13.42,6,32634
Vistara,UK,Chennai,Afternoon,1,Late_Night,Delhi,Business,12.42,5,68784
SpiceJet,SG,Kolkata,Afternoon,1,Morning,Mumbai,Economy,16.42,18,6276
Indigo,6E,Bangalore,Afternoon,0,Afternoon,Hyderabad,Economy,1.17,4,4338
AirAsia,I5,Hyderabad,Night,0,Night,Bangalore,Economy,1.08,33,1776
Vistara,UK,Hyderabad,Morning,1,Night,Mumbai,Business,11.67,24,72730
Vistara,UK,Delhi,Afternoon,1,Night,Hyderabad,Business,8.08,42,51697
Vistara,UK,Hyderabad,Evening,2,Morning,Kolkata,Economy,14.08,25,9433
Vistara,UK,Mumbai,Evening,1,Night,Delhi,Economy,27.5,4,9828
Vistara,UK,Mumbai,Evening,1,Evening,Kolkata,Business,23.58,8,74365
Vistara,UK,Chennai,Early_Morning,1,Evening,Hyderabad,Economy,10.0,19,6966
Vistara,UK,Mumbai,Afternoon,1,Night,Kolkata,Business,7.0,24,62045
Indigo,6E,Delhi,Afternoon,1,Evening,Mumbai,Economy,6.0,42,2410
Vistara,UK,Hyderabad,Night,1,Night,Mumbai,Business,25.42,3,88522
Vistara,UK,Kolkata,Early_Morning,1,Evening,Mumbai,Business,9.33,14,50271
Air_India,AI,Bangalore,Night,1,Morning,Mumbai,Business,12.08,43,54684
Vistara,UK,Mumbai,Early_Morning,1,Evening,Bangalore,Business,12.83,27,54608
Vistara,UK,Kolkata,Evening,1,Night,Chennai,Business,5.5,5,55502
Vistara,UK,Hyderabad,Morning,1,Night,Mumbai,Economy,12.5,29,4751
Indigo,6E,Bangalore,Evening,1,Night,Mumbai,Economy,4.08,18,4190
Vistara,UK,Delhi,Early_Morning,0,Morning,Chennai,Economy,2.75,14,7425
Air_India,AI,Chennai,Night,1,Afternoon,Mumbai,Business,16.5,27,49553
Air_India,AI,Chennai,Morning,1,Evening,Delhi,Economy,5.67,19,8593
Vistara,UK,Mumbai,Night,1,Evening,Chennai,Economy,17.58,43,4348
Indigo,6E,Hyderabad,Night,1,Early_Morning,Bangalore,Economy,9.42,48,1755
Air_India,AI,Kolkata,Afternoon,1,Night,Delhi,Economy,7.92,24,4960
Vistara,UK,Bangalore,Morning,1,Morning,Mumbai,Economy,25.75,12,14867
Indigo,6E,Hyderabad,Morning,1,Afternoon,Kolkata,Economy,5.42,41,4390
Air_India,AI,Mumbai,Night,1,Night,Bangalore,Business,23.92,8,55982
Air_India,AI,Mumbai,Night,1,Afternoon,Delhi,Economy,17.58,38,3819
Air_India,AI,Mumbai,Early_Morning,1,Early_Morning,Chennai,Economy,24.0,43,6010
GO_FIRST,G8,Bangalore,Afternoon,1,Late_Night,Mumbai,Economy,9.58,39,4236
Indigo,6E,Delhi,Afternoon,1,Night,Chennai,Economy,7.17,3,9242
Vistara,UK,Bangalore,Morning,1,Night,Hyderabad,Economy,11.42,32,6133
Vistara,UK,Delhi,Afternoon,1,Night,Mumbai,Economy,6.0,17,6296
Vistara,UK,Chennai,Afternoon,1,Evening,Kolkata,Economy,28.33,7,13122
Air_India,AI,Kolkata,Morning,1,Evening,Chennai,Business,8.58,26,55983
GO_FIRST,G8,Hyderabad,Early_Morning,1,Evening,Mumbai,Economy,10.08,39,4165
Vistara,UK,Bangalore,Morning,1,Night,Kolkata,Business,11.25,37,60508
Vistara,UK,Delhi,Afternoon,1,Evening,Bangalore,Economy,4.75,22,3357
Vistara,UK,Bangalore,Morning,1,Evening,Kolkata,Economy,8.33,12,11383
GO_FIRST,G8,Mumbai,Afternoon,1,Night,Hyderabad,Economy,9.33,31,3916
Air_India,AI,Mumbai,Night,0,Night,Hyderabad,Economy,1.33,21,2111
Indigo,6E,Delhi,Early_Morning,1,Afternoon,Mumbai,Economy,5.08,44,2410
GO_FIRST,G8,Kolkata,Early_Morning,1,Night,Hyderabad,Economy,16.67,34,7193
GO_FIRST,G8,Mumbai,Afternoon,1,Night,Delhi,Economy,10.25,14,5942
Vistara,UK,Chennai,Early_Morning,1,Morning,Kolkata,Business,25.67,6,56273
Vistara,UK,Delhi,Evening,0,Evening,Bangalore,Economy,2.75,20,4501
Vistara,UK,Kolkata,Evening,1,Afternoon,Delhi,Business,19.08,8,66063
Air_India,AI,Bangalore,Night,0,Night,Delhi,Business,2.92,1,34043
Vistara,UK,Kolkata,Night,1,Morning,Chennai,Economy,12.25,35,7021
Indigo,6E,Delhi,Afternoon,1,Evening,Bangalore,Economy,6.67,11,9735
GO_FIRST,G8,Bangalore,Morning,1,Night,Chennai,Economy,14.17,29,4687
Vistara,UK,Kolkata,Morning,1,Late_Night,Delhi,Economy,13.75,36,6461
Vistara,UK,Delhi,Early_Morning,0,Morning,Hyderabad,Business,2.17,23,24056
Air_India,AI,Delhi,Evening,1,Morning,Kolkata,Economy,14.83,3,12045
GO_FIRST,G8,Bangalore,Night,0,Night,Mumbai,Economy,1.92,17,2201
GO_FIRST,G8,Kolkata,Evening,1,Morning,Delhi,Economy,14.67,24,6324
GO_FIRST,G8,Delhi,Afternoon,2,Night,Bangalore,Economy,8.33,7,7424
AirAsia,I5,Delhi,Evening,1,Late_Night,Bangalore,Economy,7.5,40,3090
Vistara,UK,Delhi,Afternoon,1,Night,Hyderabad,Economy,6.67,11,11310
Vistara,UK,Kolkata,Night,1,Evening,Hyderabad,Economy,23.5,20,6075
Vistara,UK,Mumbai,Evening,1,Evening,Kolkata,Economy,22.33,1,11664
Vistara,UK,Hyderabad,Morning,1,Evening,Bangalore,Business,6.67,16,56702
Vistara,UK,Kolkata,Night,1,Morning,Delhi,Business,14.42,8,76255
Vistara,UK,Chennai,Night,1,Evening,Kolkata,Business,22.5,22,69489
Indigo,6E,Chennai,Evening,1,Late_Night,Hyderabad,Economy,7.08,40,1105
GO_FIRST,G8,Bangalore,Night,1,Early_Morning,Kolkata,Economy,9.5,19,5177
Vistara,UK,Delhi,Evening,1,Afternoon,Hyderabad,Business,17.33,48,61889
Vistara,UK,Mumbai,Evening,0,Evening,Kolkata,Economy,2.58,27,4499
Air_India,AI,Bangalore,Early_Morning,1,Night,Mumbai,Economy,15.5,33,6578
Indigo,6E,Hyderabad,Night,0,Night,Mumbai,Economy,1.67,12,4453
Indigo,6E,Chennai,Night,1,Early_Morning,Hyderabad,Economy,9.67,43,1105
Vistara,UK,Mumbai,Evening,1,Evening,Chennai,Business,21.83,41,80749
Vistara,UK,Bangalore,Night,1,Morning,Delhi,Business,13.33,22,57081
Indigo,6E,Mumbai,Early_Morning,0,Early_Morning,Bangalore,Economy,1.83,30,2124
Air_India,AI,Bangalore,Early_Morning,1,Evening,Mumbai,Economy,13.5,17,6677
Vistara,UK,Chennai,Afternoon,1,Morning,Bangalore,Economy,20.33,42,4755
Vistara,UK,Delhi,Early_Morning,2,Evening,Chennai,Business,12.42,3,73302
Vistara,UK,Delhi,Afternoon,1,Evening,Bangalore,Economy,4.75,29,3357
Indigo,6E,Mumbai,Early_Morning,0,Early_Morning,Delhi,Economy,2.17,49,2738
GO_FIRST,G8,Kolkata,Evening,1,Morning,Delhi,Economy,14.42,47,3028
Vistara,UK,Delhi,Early_Morning,1,Afternoon,Mumbai,Economy,5.5,19,8048
GO_FIRST,G8,Chennai,Early_Morning,0,Early_Morning,Mumbai,Economy,1.83,39,3000
Vistara,UK,Chennai,Morning,1,Early_Morning,Hyderabad,Business,22.08,6,44939
Air_India,AI,Chennai,Morning,1,Afternoon,Kolkata,Business,26.58,5,55377
AirAsia,I5,Hyderabad,Evening,0,Night,Bangalore,Economy,1.17,14,4454
Vistara,UK,Mumbai,Early_Morning,1,Afternoon,Delhi,Economy,6.75,36,4909
Vistara,UK,Mumbai,Early_Morning,1,Evening,Kolkata,Economy,13.08,40,5949
Vistara,UK,Kolkata,Evening,1,Night,Chennai,Economy,28.0,4,11675
Vistara,UK,Mumbai,Early_Morning,1,Night,Chennai,Business,12.75,22,64173
Vistara,UK,Delhi,Evening,1,Afternoon,Mumbai,Business,20.83,10,41281
